10
97943.412931,74381.120726,90336.634029,98359.573818,66688.033461,49725.851910,16396.800351,83001.183386,88894.875018,7699.468093
64970.698614,24804.411848,62947.970336,22913.697986,70061.996475,31686.713754,32877.704337,23142.795237,7416.096994,63307.219358
22365.641333,65113.208244,51068.597129,97146.570961,28004.201336,54610.687804,71926.857614,11328.055491,47148.342923,59253.991893
94431.809613,45091.755808,33635.112572,84768.443596,43451.329579,323.145986,34494.295506,59848.129967,83324.329409,23389.170477
67547.598050,48295.027977,48193.582315,30495.568339,71208.725999,18255.578743,62182.282130,4086.430289,41398.373970,69598.379115
67393.649637,63764.015293,34711.587312,18462.246766,60910.586207,62715.788638,73072.934560,32837.443821,74043.844119,20221.277437
92091.435703,68475.653685,65313.033235,25726.548229,53244.097281,8764.362814,26049.694252,87738.392777,68612.492772,9374.023615
11127.563208,36160.090775,57669.051581,59321.145512,66655.659105,28877.777534,77576.724292,28837.941188,32964.207859,18975.098215
98436.320293,357.857450,82739.113544,33147.907559,18820.104206,43649.699705,95863.696186,91893.038803,76487.143515,69907.540305
12114.316193,68578.579172,38383.193943,77427.349464,94305.127438,91627.291214,86191.712268,20354.821644,79365.683945,54804.204993
