10
84018.771717,39438.292688,78309.922378,79844.003350,91164.735795,19755.136937,33522.275578,76822.959484,27777.471088,55396.995584
47739.705191,62887.092480,36478.447286,51340.091024,95222.972518,91619.506801,63571.172800,71729.692946,14160.255544,60696.887630
1630.057172,24288.677071,13723.157687,80417.675425,15667.908934,40094.439431,12979.044687,10880.880211,99892.451800,21825.690539
51293.239445,83911.223471,61263.983263,29603.161777,63755.226774,52428.719011,49358.298704,97277.502389,29251.678448,77135.769782
52674.497926,76991.383630,40022.862215,89152.945202,28331.474608,35245.834733,80772.452003,91902.647397,6975.527632,94932.707537
52599.535027,8605.584795,19221.384608,66322.692704,89023.260256,34889.293531,6417.132088,2002.304896,45770.173733,6309.583842
23827.995425,97063.413168,90220.807349,85091.978679,26666.574945,53976.034077,37520.697643,76024.873639,51253.536419,66772.376082
53160.643421,3928.034345,43763.759665,93183.505626,93080.979537,72095.234309,28429.340312,73853.431493,63997.881660,35404.867981
68786.139030,16597.416640,44010.452766,88007.523627,82920.109335,33033.712975,22896.817112,89337.241459,35036.017862,68666.990835
95646.825291,58864.013323,65730.403957,85867.632594,43955.991955,92396.978891,39843.666671,81476.689636,68421.852531,91097.203080
